cell_id,Dr. 123 Kid,Dr. Do Little,Dr. Scrubs
1002615,Type1,Type2,Type5
1002616,Type9,Type5,Type5
1002617,Type4,Type5,Type5
1002618,Type4,Type5,Type5
1002619,Type4,Type5,Type5
1002620,Type4,Type5,Type5
1002621,Type4,Type5,Type5
1002622,Type3,Type3,Type3
1002623,Type4,Type5,Type5
1002624,Type4,Type5,Type5
1002625,Type4,Type5,Type5
1002626,Type7,Type5,Type5
1002627,Type3,Type3,Type3
1002628,Type4,Type5,Type5
1002629,Type6,Type6,Type6
1002630,Type4,Type3,Type3
1002631,Type4,Type5,Type5
1002632,Type5,Type5,Type5
1002633,Type4,Type5,Type5
1002634,Type4,Type5,Type5
1002635,Type4,Type5,Type5
1002636,Type4,Type5,Type5
1002637,Type1,Type5,Type2
1002638,Type4,Type5,Type5
1002639,Type1,Type2,Type5
1002640,Type4,Type6,Type5
1002641,Type9,Type5,Type5
1002642,Type4,Type5,Type5
1002643,Type1,Type2,Type5
1002644,Type3,Type3,Type3
1002645,Type4,Type5,Type5
1002646,Type4,Type5,Type5
1002647,Type6,Type6,Type5
1002648,Type3,Type3,Type3
1002649,Type7,Type7,Type7
1002650,Type6,Type5,Type5
1002651,Type4,Type3,Type3
1002652,Type6,Type6,Type6
1002653,Type4,Type5,Type5
1002654,Type4,Type5,Type5
1002655,Type4,Type5,Type5
1002656,Type4,Type5,Type5
1002657,Type3,Type3,Type3
1002658,Type4,Type5,Type5
1002659,Type4,Type5,Type5
1002660,Type6,Type5,Type5
1002661,Type6,Type6,Type5
1002662,Type3,Type3,Type3
1002663,Type7,Type7,Type5
1002664,Type4,Type5,Type5
1002665,Type6,Type5,Type6
1002666,Type5,Type5,Type5
1002667,Type3,Type5,Type3
1002668,Type4,Type5,Type5
1002669,Type1,Type5,Type5
1002670,Type4,Type3,Type3
1002671,Type4,Type5,Type5
1002672,Type6,Type5,Type5
1002673,Type3,Type3,Type3
1002674,Type4,Type5,Type5
1002675,Type4,Type5,Type5
1002676,Type4,Type5,Type5
1002677,Type4,Type5,Type5
1002678,Type7,Type5,Type5
1002679,Type4,Type5,Type5
1002680,Type4,Type3,Type3
1002681,Type4,Type5,Type5
1002682,Type2,Type5,Type5
1002683,Type4,Type5,Type5
1002684,Type4,Type5,Type5
1002685,Type1,Type5,Type2
1002686,Type6,Type5,Type6
1002687,Type1,Type5,Type5
1002688,Type4,Type3,Type3
1002689,Type4,Type3,Type3
1002690,Type4,Type5,Type5
1002691,Type4,Type5,Type5
1002692,Type4,Type5,Type5
1002693,Type6,Type6,Type6
1002694,Type4,Type5,Type5
1002695,Type2,Type5,Type5
1002696,Type4,Type5,Type5
1002697,Type4,Type5,Type3
1002698,Type7,Type9,Type5
1002699,Type4,Type5,Type5
1002700,Type4,Type5,Type5
1002701,Type1,Type2,Type2
1002702,Type6,Type6,Type5
1002703,Type2,Type7,Type5
1002704,Type4,Type3,Type3
1002705,Type4,Type5,Type3
1002706,Type5,Type5,Type5
1002707,Type4,Type5,Type5
1002708,Type6,Type5,Type5
1002709,Type4,Type5,Type5
1002710,Type4,Type5,Type5
1002711,Type1,Type5,Type5
1002712,Type4,Type5,Type5
1002713,Type4,Type5,Type3
1002714,Type1,Type5,Type2
1002715,Type4,Type5,Type5
1002716,Type4,Type5,Type5
1002717,Type7,Type5,Type5
1002718,Type4,Type5,Type5
1002719,Type4,Type5,Type5
1002720,Type4,Type5,Type5
1002721,Type4,Type3,Type3
1002722,Type4,Type5,Type5
1002723,Type1,Type5,Type5
1002724,Type7,Type5,Type5
1002725,Type4,Type5,Type5
1002726,Type4,Type5,Type5
1002727,Type1,Type2,Type5
1002728,Type4,Type5,Type5
1002729,Type3,Type3,Type3
1002730,Type4,Type3,Type3
1002731,Type4,Type5,Type5
1002732,Type6,Type6,Type6
1002733,Type4,Type5,Type5
1002734,Type5,Type5,Type5
1002735,Type4,Type5,Type5
1002736,Type4,Type5,Type5
1002737,Type4,Type5,Type5
1002738,Type7,Type5,Type5
1002739,Type4,Type5,Type5
1002740,Type4,Type5,Type5
1002741,Type4,Type5,Type5
1002742,Type1,Type5,Type5
1002743,Type4,Type5,Type5
1002744,Type4,Type5,Type5
1002745,Type5,Type5,Type5
1002746,Type4,Type5,Type3
1002747,Type4,Type5,Type5
1002748,Type3,Type3,Type3
1002749,Type4,Type5,Type5
1002750,Type4,Type5,Type5
1002751,Type4,Type5,Type5
1002752,Type4,Type5,Type5
1002753,Type4,Type3,Type5
1002754,Type4,Type5,Type5
1002755,Type1,Type5,Type5
1002756,Type4,Type3,Type3
1002757,Type4,Type5,Type5
1002758,Type1,Type2,Type2
1002759,Type9,Type9,Type5
1002760,Type4,Type5,Type5
1002761,Type4,Type5,Type5
1002762,Type6,Type6,Type6
1002763,Type4,Type5,Type5
1002764,Type4,Type5,Type5
1002765,Type4,Type5,Type5
1002766,Type5,Type5,Type5
1002767,Type7,Type5,Type5
1002768,Type4,Type5,Type5
1002769,Type7,Type7,Type5
1002770,Type4,Type5,Type5
1002771,Type4,Type5,Type5
1002772,Type4,Type5,Type5
1002773,Type4,Type5,Type5
1002774,Type4,Type3,Type3
1002775,Type4,Type5,Type5
1002776,Type2,Type6,Type5
1002777,Type4,Type5,Type5
1002778,Type4,Type3,Type5
1002779,Type5,Type5,Type5
1002780,Type4,Type5,Type5
1002781,Type6,Type6,Type5
1002782,Type4,Type2,Type5
1002783,Type7,Type5,Type5
1002784,Type4,Type5,Type5
1002785,Type4,Type6,Type5
1002786,Type4,Type5,Type5
1002787,Type4,Type5,Type5
1002788,Type4,Type5,Type5
1002789,Type1,Type5,Type5
1002790,Type2,Type5,Type5
1002791,Type3,Type3,Type3
1002792,Type4,Type5,Type5
1002793,Type4,Type5,Type5
1002794,Type6,Type5,Type6
1002795,Type7,Type5,Type5
1002796,Type4,Type5,Type5
1002797,Type6,Type6,Type6
1002798,Type6,Type6,Type6
1002799,Type4,Type3,Type3
1002800,Type5,Type5,Type5
1002801,Type1,Type5,Type5
1002802,Type3,Type3,Type3
1002803,Type1,Type5,Type5
1002804,Type4,Type5,Type5
1002805,Type6,Type5,Type5
1002806,Type4,Type5,Type5
1002807,Type2,Type5,Type5
1002808,Type4,Type5,Type5
1002809,Type4,Type5,Type5
1002810,Type4,Type5,Type5
1002811,Type7,Type7,Type5
1002812,Type4,Type5,Type5
1002813,Type6,Type6,Type6
1002814,Type7,Type5,Type5
1002815,Type1,Type5,Type5
1002816,Type9,Type9,Type9
1002817,Type5,Type5,Type5
1002818,Type4,Type5,Type5
1002819,Type6,Type6,Type6
1002820,Type2,Type5,Type5
1002821,Type4,Type5,Type5
1002822,Type4,Type5,Type5
1002823,Type3,Type3,Type3
1002824,Type4,Type5,Type5
1002825,Type4,Type5,Type5
1002826,Type4,Type5,Type5
1002827,Type4,Type5,Type5
1002828,Type6,Type5,Type6
1002829,Type4,Type5,Type5
1002830,Type3,Type3,Type3
1002831,Type4,Type3,Type3
1002832,Type4,Type5,Type5
1002833,Type4,Type5,Type5
1002834,Type6,Type6,Type6
1002835,Type4,Type5,Type5
1002836,Type4,Type5,Type5
1002837,Type4,Type5,Type5
1002838,Type4,Type3,Type3
1002839,Type4,Type5,Type5
1002840,Type4,Type3,Type3
1002841,Type1,Type2,Type5
1002842,Type7,Type7,Type7
1002843,Type4,Type5,Type5
1002844,Type4,Type5,Type5
1002845,Type6,Type6,Type5
1002846,Type4,Type5,Type5
1002847,Type4,Type3,Type3
1002848,Type4,Type9,Type7
1002849,Type6,Type5,Type5
1002850,Type6,Type6,Type5
1002851,Type1,Type5,Type5
1002852,Type4,Type5,Type5
1002853,Type4,Type5,Type3
1002854,Type1,Type5,Type5
1002855,Type7,Type5,Type5
1002856,Type2,Type5,Type5
1002857,Type4,Type5,Type5
1002858,Type4,Type5,Type5
1002859,Type4,Type5,Type5
1002860,Type4,Type5,Type5
1002861,Type4,Type3,Type3
1002862,Type4,Type5,Type5
1002863,Type7,Type5,Type7
1002864,Type4,Type5,Type5
1002865,Type1,Type5,Type5
1002866,Type1,Type5,Type5
1002867,Type4,Type5,Type5
1002868,Type3,Type3,Type3
1002869,Type4,Type5,Type5
1002870,Type3,Type3,Type3
1002871,Type4,Type5,Type5
1002872,Type1,Type5,Type5
1002873,Type4,Type5,Type5
1002874,Type4,Type3,Type3
1002875,Type6,Type6,Type6
1002876,Type1,Type2,Type2
1002877,Type4,Type5,Type5
1002878,Type4,Type5,Type5
1002879,Type7,Type5,Type5
1002880,Type4,Type4,Type5
1002881,Type4,Type5,Type5
1002882,Type3,Type5,Type3
1002883,Type4,Type5,Type5
1002884,Type7,Type5,Type5
1002885,Type4,Type5,Type5
1002886,Type4,Type5,Type5
1002887,Type9,Type9,Type5
1002888,Type4,Type5,Type5
1002889,Type1,Type5,Type5
1002890,Type4,Type5,Type5
1002891,Type1,Type5,Type5
1002892,Type3,Type3,Type3
1002893,Type4,Type5,Type5
1002894,Type6,Type6,Type5
1002895,Type1,Type5,Type5
1002896,Type4,Type5,Type5
1002897,Type4,Type5,Type5
1002898,Type7,Type7,Type5
1002899,Type4,Type5,Type5
1002900,Type4,Type5,Type3
1002901,Type4,Type5,Type5
1002902,Type1,Type5,Type5
1002903,Type4,Type5,Type5
1002904,Type4,Type5,Type5
1002905,Type4,Type5,Type5
1002906,Type3,Type3,Type3
1002907,Type1,Type5,Type5
1002908,Type6,Type5,Type5
1002909,Type1,Type5,Type5
1002910,Type4,Type5,Type5
1002911,Type4,Type3,Type3
1002912,Type4,Type5,Type5
1002913,Type4,Type3,Type3
1002914,Type7,Type5,Type5
1002915,Type4,Type5,Type5
1002916,Type1,Type5,Type2
1002917,Type4,Type5,Type5
1002918,Type1,Type5,Type5
1002919,Type4,Type5,Type3
1002920,Type4,Type5,Type5
1002921,Type4,Type3,Type3
1002922,Type4,Type5,Type5
1002923,Type4,Type5,Type5
1002924,Type4,Type5,Type5
1002925,Type4,Type5,Type5
1002926,Type4,Type5,Type5
1002927,Type4,Type5,Type5
1002928,Type5,Type5,Type5
1002929,Type6,Type6,Type5
1002930,Type4,Type5,Type5
1002931,Type7,Type9,Type5
1002932,Type1,Type5,Type5
1002933,Type4,Type5,Type5
1002934,Type4,Type5,Type5
1002935,Type4,Type5,Type5
1002936,Type6,Type5,Type5
1002937,Type6,Type6,Type5
1002938,Type4,Type5,Type5
1002939,Type4,Type5,Type5
1002940,Type4,Type5,Type5
1002941,Type7,Type5,Type5
1002942,Type9,Type9,Type9
1002943,Type4,Type5,Type5
1002944,Type6,Type6,Type5
1002945,Type6,Type5,Type5
1002946,Type2,Type5,Type5
1002947,Type4,Type5,Type5
1002948,Type4,Type5,Type5
1002949,Type1,Type5,Type5
1002950,Type4,Type5,Type5
1002951,Type9,Type9,Type5
1002952,Type4,Type5,Type5
1002953,Type1,Type2,Type5
1002954,Type4,Type5,Type5
1002955,Type6,Type5,Type6
1002956,Type2,Type5,Type5
1002957,Type6,Type6,Type6
1002958,Type4,Type5,Type5
1002959,Type4,Type5,Type5
1002960,Type4,Type5,Type5
1002961,Type5,Type5,Type5
1002962,Type7,Type5,Type5
1002963,Type1,Type5,Type5
1002964,Type6,Type6,Type5
1002965,Type4,Type5,Type5
1002966,Type4,Type5,Type5
1002967,Type4,Type5,Type5
1002968,Type2,Type2,Type2
1002969,Type4,Type2,Type2
1002970,Type7,Type7,Type5
1002971,Type4,Type5,Type5
1002972,Type4,Type5,Type5
1002973,Type7,Type7,Type5
1002974,Type1,Type5,Type5
1002975,Type7,Type5,Type5
1002976,Type5,Type5,Type5
1002977,Type1,Type5,Type5
1002978,Type2,Type5,Type5
1002979,Type4,Type5,Type4
1002980,Type1,Type5,Type5
1002981,Type4,Type5,Type4
1002982,Type4,Type5,Type3
1002983,Type4,Type5,Type5
1002984,Type1,Type5,Type5
1002985,Type6,Type5,Type5
1002986,Type1,Type5,Type5
1002987,Type4,Type5,Type5
1002988,Type7,Type5,Type5
1002989,Type2,Type2,Type5
1002990,Type1,Type2,Type5
1002991,Type1,Type5,Type5
1002992,Type4,Type5,Type5
1002993,Type4,Type5,Type5
1002994,Type1,Type5,Type5
1002995,Type5,Type5,Type5
1002996,Type4,Type5,Type5
1002997,Type4,Type5,Type5
1002998,Type4,Type9,Type9
1002999,Type4,Type5,Type5
1003000,Type4,Type5,Type5
1003001,Type4,Type5,Type5
1003002,Type3,Type3,Type3
1003003,Type4,Type5,Type5
1003004,Type1,Type5,Type5
1003005,Type1,Type5,Type5
1003006,Type6,Type4,Type6
1003007,Type4,Type4,Type5
1003008,Type4,Type4,Type5
1003009,Type1,Type4,Type5
1003010,Type6,Type6,Type6
1003011,Type4,Type5,Type5
1003012,Type4,Type4,Type5
1003013,Type6,Type6,Type6
1003014,Type7,Type5,Type5
1003015,Type2,Type2,Type5
1003016,Type4,Type5,Type5
1003017,Type5,Type5,Type5
1003018,Type4,Type5,Type5
1003019,Type4,Type5,Type5
1003020,Type4,Type5,Type5
1003021,Type4,Type5,Type5
1003022,Type4,Type5,Type5
1003023,Type1,Type5,Type5
1003024,Type2,Type2,Type5
1003025,Type4,Type6,Type6
1003026,Type1,Type5,Type5
1003027,Type3,Type3,Type3
1003028,Type4,Type5,Type5
1003029,Type6,Type6,Type5
1003030,Type13,Type9,Type5
1003031,Type4,Type7,Type5
1003032,Type4,Type5,Type5
1003033,Type1,Type5,Type5
1003034,Type4,Type3,Type3
1003035,Type4,Type5,Type5
1003036,Type4,Type5,Type5
1003037,Type4,Type5,Type5
1003038,Type6,Type6,Type6
1003039,Type1,Type5,Type5
1003040,Type1,Type5,Type5
1003041,Type4,Type5,Type5
1003042,Type7,Type7,Type7
1003043,Type3,Type3,Type3
1003044,Type4,Type5,Type5
1003045,Type4,Type5,Type5
1003046,Type1,Type5,Type5
1003047,Type4,Type5,Type5
1003048,Type4,Type5,Type5
1003049,Type5,Type5,Type5
1003050,Type7,Type9,Type5
1003051,Type2,Type2,Type5
1003052,Type3,Type3,Type3
1003053,Type4,Type5,Type5
1003054,Type4,Type5,Type5
1003055,Type4,Type5,Type5
1003056,Type4,Type5,Type5
1003057,Type4,Type5,Type5
1003058,Type7,Type5,Type5
1003059,Type1,Type5,Type5
1003060,Type4,Type5,Type4
1003061,Type1,Type5,Type5
1003062,Type4,Type5,Type5
1003063,Type1,Type5,Type5
1003064,Type4,Type5,Type5
1003065,Type4,Type5,Type5
1003066,Type4,Type5,Type5
1003067,Type4,Type6,Type6
1003068,Type9,Type9,Type9
1003069,Type4,Type5,Type7
1003070,Type1,Type2,Type2
1003071,Type4,Type5,Type5
1003072,Type3,Type3,Type3
1003073,Type1,Type5,Type5
1003074,Type4,Type5,Type5
1003075,Type4,Type5,Type5
1003076,Type4,Type5,Type5
1003077,Type6,Type6,Type6
1003078,Type4,Type5,Type5
1003079,Type6,Type6,Type5
1003080,Type4,Type5,Type5
1003081,Type5,Type5,Type5
1003082,Type4,Type5,Type5
1003083,Type7,Type5,Type5
1003084,Type6,Type5,Type5
1003085,Type4,Type5,Type5
1003086,Type4,Type5,Type5
1003087,Type4,Type5,Type5
1003088,Type4,Type5,Type5
1003089,Type5,Type5,Type5
1003090,Type4,Type5,Type5
1003091,Type2,Type7,Type5
1003092,Type4,Type5,Type5
1003093,Type1,Type5,Type5
1003094,Type6,Type6,Type5
1003095,Type5,Type5,Type5
1003096,Type9,Type3,Type3
1003097,Type4,Type5,Type5
1003098,Type2,Type5,Type5
1003099,Type4,Type5,Type5
1003100,Type4,Type5,Type5
1003101,Type2,Type5,Type5
1003102,Type4,Type5,Type5
1003103,Type1,Type5,Type5
1003104,Type1,Type2,Type5
1003105,Type4,Type5,Type5
1003106,Type3,Type3,Type3
1003107,Type4,Type5,Type5
1003108,Type4,Type5,Type5
1003109,Type4,Type5,Type5
1003110,Type6,Type5,Type6
1003111,Type3,Type3,Type3
1003112,Type7,Type5,Type5
1003113,Type1,Type2,Type5
1003114,Type4,Type5,Type5
1003115,Type1,Type5,Type5
1003116,Type4,Type7,Type5
1003117,Type9,Type9,Type9
1003118,Type1,Type5,Type5
1003119,Type4,Type5,Type5
1003120,Type9,Type9,Type5
1003121,Type4,Type3,Type3
1003122,Type1,Type5,Type5
1003123,Type4,Type5,Type5
1003124,Type4,Type4,Type9
1003125,Type3,Type3,Type3
1003126,Type4,Type5,Type5
1003127,Type6,Type6,Type5
1003128,Type4,Type5,Type5
1003129,Type4,Type5,Type5
1003130,Type6,Type6,Type5
1003131,Type11,Type5,Type5
1003132,Type4,Type5,Type5
1003133,Type4,Type3,Type3
1003134,Type4,Type5,Type5
1003135,Type2,Type5,Type5
1003136,Type4,Type5,Type5
1003137,Type9,Type9,Type5
1003138,Type11,Type5,Type5
1003139,Type4,Type5,Type5
1003140,Type4,Type5,Type5
1003141,Type6,Type5,Type5
1003142,Type1,Type5,Type5
1003143,Type4,Type1,Type5
1003144,Type9,Type9,Type9
1003145,Type9,Type9,Type5
1003146,Type4,Type3,Type3
1003147,Type4,Type5,Type5
1003148,Type4,Type5,Type5
1003149,Type6,Type5,Type5
1003150,Type4,Type5,Type5
1003151,Type1,Type5,Type5
1003152,Type1,Type5,Type5
1003153,Type4,Type5,Type5
1003154,Type6,Type5,Type5
1003155,Type4,Type5,Type5
1003156,Type3,Type3,Type3
1003157,Type2,Type5,Type5
1003158,Type7,Type5,Type5
1003159,Type1,Type5,Type5
1003160,Type4,Type5,Type5
1003161,Type4,Type5,Type5
1003162,Type4,Type5,Type5
1003163,Type5,Type5,Type5
1003164,Type4,Type5,Type5
1003165,Type1,Type5,Type5
1003166,Type4,Type5,Type5
1003167,Type4,Type5,Type5
1003168,Type4,Type3,Type3
1003169,Type4,Type3,Type3
1003170,Type6,Type6,Type5
1003171,Type1,Type2,Type5
1003172,Type2,Type5,Type5
1003173,Type7,Type9,Type5
1003174,Type4,Type5,Type5
1003175,Type4,Type5,Type5
1003176,Type4,Type3,Type3
1003177,Type4,Type3,Type3
1003178,Type4,Type5,Type5
1003179,Type5,Type5,Type5
1003180,Type4,Type4,Type5
1003181,Type3,Type3,Type3
1003182,Type4,Type5,Type5
1003183,Type1,Type5,Type5
1003184,Type4,Type5,Type5
1003185,Type6,Type6,Type5
1003186,Type2,Type5,Type5
1003187,Type4,Type5,Type5
1003188,Type4,Type5,Type5
1003189,Type4,Type5,Type5
1003190,Type3,Type3,Type3
1003191,Type7,Type5,Type5
1003192,Type7,Type5,Type5
1003193,Type4,Type5,Type5
1003194,Type1,Type5,Type5
1003195,Type1,Type5,Type5
1003196,Type4,Type5,Type5
1003197,Type4,Type5,Type5
1003198,Type7,Type9,Type5
1003199,Type4,Type5,Type5
1003200,Type1,Type2,Type5
1003201,Type4,Type5,Type5
1003202,Type4,Type5,Type5
1003203,Type4,Type5,Type5
1003204,Type6,Type6,Type6
1003205,Type6,Type6,Type5
1003206,Type5,Type5,Type5
1003207,Type6,Type6,Type6
1003208,Type3,Type3,Type3
1003209,Type4,Type5,Type5
1003210,Type6,Type5,Type5
1003211,Type4,Type5,Type5
1003212,Type6,Type6,Type6
1003213,Type5,Type5,Type5
1003214,Type4,Type5,Type5
1003215,Type1,Type5,Type5
1003216,Type4,Type5,Type5
1003217,Type4,Type5,Type5
1003218,Type4,Type5,Type5
1003219,Type4,Type5,Type5
1003220,Type4,Type5,Type5
1003221,Type6,Type5,Type5
1003222,Type1,Type5,Type1
1003223,Type4,Type5,Type5
1003224,Type2,Type5,Type5
1003225,Type4,Type5,Type5
1003226,Type4,Type5,Type3
1003227,Type4,Type5,Type5
1003228,Type4,Type5,Type5
1003229,Type4,Type5,Type5
1003230,Type4,Type5,Type5
1003231,Type4,Type5,Type5
1003232,Type5,Type2,Type5
1003233,Type4,Type5,Type5
1003234,Type6,Type5,Type5
1003235,Type3,Type3,Type3
1003236,Type4,Type6,Type5
1003237,Type3,Type3,Type3
1003238,Type4,Type5,Type5
1003239,Type4,Type3,Type3
1003240,Type4,Type5,Type5
1003241,Type3,Type3,Type3
1003242,Type4,Type5,Type5
1003243,Type4,Type4,Type5
1003244,Type4,Type5,Type5
1003245,Type4,Type5,Type5
1003246,Type4,Type3,Type3
1003247,Type4,Type5,Type5
1003248,Type4,Type5,Type5
1003249,Type4,Type3,Type3
1003250,Type4,Type5,Type5
1003251,Type5,Type5,Type5
1003252,Type1,Type2,Type5
1003253,Type2,Type5,Type5
1003254,Type4,Type5,Type5
1003255,Type4,Type3,Type3
1003256,Type4,Type3,Type3
1003257,Type1,Type5,Type5
1003258,Type4,Type5,Type5
1003259,Type4,Type5,Type5
1003260,Type4,Type5,Type5
1003261,Type4,Type5,Type9
1003262,Type7,Type5,Type5
1003263,Type4,Type5,Type5
1003264,Type4,Type3,Type3
1003265,Type4,Type5,Type5
1003266,Type3,Type3,Type3
1003267,Type4,Type5,Type5
1003268,Type4,Type5,Type5
1003269,Type4,Type5,Type5
1003270,Type4,Type5,Type5
1003271,Type4,Type5,Type5
1003272,Type4,Type3,Type3
1003273,Type4,Type5,Type5
1003274,Type1,Type5,Type5
1003275,Type4,Type5,Type3
1003276,Type3,Type3,Type3
1003277,Type1,Type5,Type5
1003278,Type4,Type5,Type3
1003279,Type4,Type5,Type5
1003280,Type1,Type2,Type2
1003281,Type4,Type5,Type3
1003282,Type4,Type5,Type5
1003283,Type4,Type5,Type5
1003284,Type4,Type5,Type5
1003285,Type4,Type3,Type3
1003286,Type5,Type5,Type5
1003287,Type4,Type3,Type3
1003288,Type4,Type5,Type5
1003289,Type4,Type5,Type5
1003290,Type4,Type5,Type5
1003291,Type4,Type3,Type3
1003292,Type4,Type3,Type3
1003293,Type4,Type5,Type5
1003294,Type4,Type5,Type5
1003295,Type4,Type5,Type5
1003296,Type4,Type5,Type3
1003297,Type6,Type5,Type5
1003298,Type3,Type3,Type3
1003299,Type4,Type5,Type5
1003300,Type4,Type5,Type3
1003301,Type4,Type5,Type5
1003302,Type6,Type6,Type6
1003303,Type4,Type5,Type5
1003304,Type1,Type5,Type5
1003305,Type4,Type3,Type3
1003306,Type4,Type5,Type3
1003307,Type4,Type5,Type5
1003308,Type4,Type5,Type5
1003309,Type4,Type6,Type5
1003310,Type4,Type5,Type5
1003311,Type4,Type3,Type3
1003312,Type4,Type5,Type5
1003313,Type4,Type3,Type3
1003314,Type4,Type5,Type5
1003315,Type4,Type5,Type5
1003316,Type4,Type5,Type5
1003317,Type1,Type5,Type5
1003318,Type3,Type3,Type3
1003319,Type4,Type5,Type5
1003320,Type4,Type5,Type5
1003321,Type4,Type3,Type3
1003322,Type4,Type5,Type5
1003323,Type4,Type5,Type5
1003324,Type4,Type5,Type5
1003325,Type9,Type5,Type9
1003326,Type4,Type5,Type3
1003327,Type4,Type2,Type5
1003328,Type4,Type5,Type5
1003329,Type9,Type5,Type9
1003330,Type4,Type5,Type5
1003331,Type4,Type5,Type3
1003332,Type4,Type5,Type5
1003333,Type1,Type5,Type5
1003334,Type3,Type3,Type3
1003335,Type4,Type5,Type3
1003336,Type4,Type5,Type4
1003337,Type4,Type5,Type5
1003338,Type4,Type5,Type5
1003339,Type6,Type6,Type6
1003340,Type4,Type5,Type5
1003341,Type4,Type5,Type5
1003342,Type4,Type4,Type3
1003343,Type5,Type7,Type5
1003344,Type4,Type3,Type3
1003345,Type4,Type5,Type5
1003346,Type4,Type5,Type3
1003347,Type4,Type5,Type5
1003348,Type4,Type5,Type5
1003349,Type6,Type6,Type5
1003350,Type4,Type5,Type5
1003351,Type4,Type5,Type5
1003352,Type3,Type3,Type3
1003353,Type4,Type5,Type5
1003354,Type1,Type5,Type5
1003355,Type1,Type5,Type5
1003356,Type4,Type5,Type5
1003357,Type4,Type3,Type3
1003358,Type4,Type5,Type5
1003359,Type1,Type2,Type5
1003360,Type2,Type2,Type2
1003361,Type4,Type5,Type5
1003362,Type2,Type2,Type2
1003363,Type4,Type5,Type2
1003364,Type4,Type4,Type3
1003365,Type5,Type5,Type5
1003366,Type3,Type3,Type3
1003367,Type9,Type5,Type5
1003368,Type6,Type6,Type6
1003369,Type4,Type5,Type5
1003370,Type3,Type3,Type3
1003371,Type9,Type9,Type5
1003372,Type4,Type5,Type5
1003373,Type4,Type5,Type5
1003374,Type4,Type5,Type5
1003375,Type4,Type5,Type5
1003376,Type3,Type3,Type3
1003377,Type3,Type3,Type4
1003378,Type5,Type5,Type5
1003379,Type4,Type5,Type5
1003380,Type4,Type3,Type3
1003381,Type6,Type6,Type6
1003382,Type6,Type6,Type5
1003383,Type4,Type5,Type5
1003384,Type4,Type5,Type5
1003385,Type4,Type5,Type5
1003386,Type4,Type5,Type5
1003387,Type4,Type5,Type5
1003388,Type4,Type5,Type3
1003389,Type4,Type5,Type5
1003390,Type2,Type7,Type5
1003391,Type3,Type3,Type3
1003392,Type4,Type7,Type7
1003393,Type4,Type5,Type5
1003394,Type4,Type5,Type5
1003395,Type4,Type5,Type5
1003396,Type4,Type5,Type5
1003397,Type4,Type3,Type3
1003398,Type6,Type6,Type5
1003399,Type6,Type6,Type5
1003400,Type4,Type5,Type2
1003401,Type4,Type5,Type5
1003402,Type4,Type5,Type5
1003403,Type3,Type3,Type3
1003404,Type2,Type2,Type5
1003405,Type3,Type3,Type3
1003406,Type4,Type5,Type5
1003407,Type4,Type5,Type5
1003408,Type4,Type5,Type5
1003409,Type4,Type5,Type5
1003410,Type3,Type3,Type3
1003411,Type3,Type3,Type3
1003412,Type4,Type3,Type3
1003413,Type4,Type5,Type5
1003414,Type4,Type5,Type5
1003415,Type4,Type5,Type5
1003416,Type5,Type7,Type5
1003417,Type4,Type5,Type5
1003418,Type4,Type3,Type3
1003419,Type4,Type5,Type5
1003420,Type1,Type2,Type5
1003421,Type2,Type2,Type5
1003422,Type4,Type5,Type3
1003423,Type4,Type5,Type5
1003424,Type4,Type5,Type5
1003425,Type4,Type5,Type5
1003426,Type4,Type5,Type5
1003427,Type4,Type5,Type5
1003428,Type4,Type3,Type3
1003429,Type6,Type6,Type5
1003430,Type6,Type6,Type4
1003431,Type4,Type5,Type5
1003432,Type3,Type3,Type3
1003433,Type1,Type2,Type2
1003434,Type4,Type5,Type5
1003435,Type1,Type5,Type5
1003436,Type6,Type6,Type6
1003437,Type4,Type6,Type5
1003438,Type4,Type5,Type5
1003439,Type4,Type5,Type5
1003440,Type6,Type6,Type6
1003441,Type6,Type6,Type5
1003442,Type4,Type5,Type2
1003443,Type4,Type5,Type5
1003444,Type9,Type7,Type7
1003445,Type4,Type5,Type5
1003446,Type4,Type3,Type3
1003447,Type4,Type5,Type5
1003448,Type4,Type5,Type5
1003449,Type4,Type4,Type5
1003450,Type5,Type5,Type5
1003451,Type1,Type5,Type5
1003452,Type4,Type5,Type5
1003453,Type4,Type6,Type6
1003454,Type4,Type5,Type5
1003455,Type3,Type3,Type3
1003456,Type4,Type5,Type5
1003457,Type1,Type5,Type5
1003458,Type4,Type5,Type5
1003459,Type4,Type5,Type5
1003460,Type4,Type5,Type5
1003461,Type1,Type5,Type5
1003462,Type4,Type5,Type5
1003463,Type4,Type5,Type5
1003464,Type4,Type5,Type5
1003465,Type4,Type5,Type5
1003466,Type4,Type5,Type5
1003467,Type4,Type5,Type5
1003468,Type1,Type2,Type2
1003469,Type4,Type2,Type5
1003470,Type4,Type5,Type5
1003471,Type4,Type5,Type5
1003472,Type1,Type2,Type2
1003473,Type4,Type5,Type5
1003474,Type4,Type5,Type5
1003475,Type2,Type5,Type5
1003476,Type4,Type5,Type5
1003477,Type4,Type5,Type5
1003478,Type4,Type5,Type5
1003479,Type1,Type5,Type5
1003480,Type2,Type5,Type5
1003481,Type7,Type5,Type5
1003482,Type4,Type5,Type5
1003483,Type4,Type5,Type9
1003484,Type2,Type7,Type5
1003485,Type4,Type5,Type5
1003486,Type4,Type8,Type5
